"研究課題名","研究課題名 (英文)","研究課題/領域番号","研究期間 (年度)","研究代表者","研究分担者","連携研究者","研究協力者","特別研究員","外国人特別研究員","受入研究者","キーワード","研究分野","審査区分","研究種目","研究機関","応募区分","総配分額","総配分額 (直接経費)","総配分額 (間接経費)","各年度配分額","各年度配分額 (直接経費)","各年度配分額 (間接経費)","現在までの達成度 (区分コード)","現在までの達成度 (区分)","理由","研究開始時の研究の概要","研究概要","研究概要 (英文)","研究成果の概要","研究成果の概要 (英文)","研究実績の概要","現在までの達成度 (段落)","今後の研究の推進方策","次年度の研究費の使用計画","次年度使用額が生じた理由","次年度使用額の使用計画","自由記述の分野","評価記号","備考","国際共同研究","学会・シンポジウム開催","雑誌論文","雑誌論文 (国際共著)","雑誌論文 (査読あり)","雑誌論文 (オープンアクセス)","学会発表","学会発表 (国際学会)","学会発表 (招待講演)","図書","プレス/新聞発表","","産業財産権","産業財産権 (外国)","文献書誌"
"行動意思決定研究を基礎とした多元的価値下での処方的社会心理学の構築","Construction of prescriptive social psychology in pluralistic society  from view point of behavioral decision theory","24243061","2012-10-31 – 2017-03-31","竹村 和久 早稲田大学, 文学学術院, 教授 (10212028)","羽鳥 剛史 愛媛大学, 社会共創学部, 准教授 (30422992)
唐沢 かおり 東京大学, 大学院人文社会系研究科(文学部), 教授 (50249348)
高橋 英彦 京都大学, 医学研究科, 准教授 (60415429)
藤井 聡 京都大学, 工学研究科, 教授 (80252469)
林 幹也 明星大学, 心理学部, 教授 (80435081)
坂上 貴之 慶應義塾大学, 文学部(三田), 教授 (90146720)
若山 大樹 駒澤大学, 経営学部, 准教授 (40363741)","","玉利 祐樹 静岡県立大学, 経営情報学部, 講師 (60737360)
井出野 尚 徳山大学, 経済学部, 准教授 (40805628)
村上 始 早稲田大学, 文学研究科
Kajopoulos Jasmin ミュンヘン工科大学, 生物学部","","","","意思決定 / 処方的社会心理学 / 多元社会 / 行動意思決定論 / 意思決定過程 / 不確実性 / 価値 / 社会心理学 / 処方的アプローチ / 多属性意思決定 / リスク / 判断 / 社会的価値 / 社会的判断 / 社会的心理学 / 実験心理学 / 眼球運動測定 / 良い社会 / 面接法 / 社会調査法 / 数理心理学 / 計量心理学","社会心理学 / 心理学 / 社会科学 / 人文社会系","","基盤研究(A)","早稲田大学","一般","43550000","33500000","10050000","2012:8580000 2013:7150000 2014:7540000 2015:8060000 2016:12220000","2012:6600000 2013:5500000 2014:5800000 2015:6200000 2016:9400000","2012:1980000 2013:1650000 2014:1740000 2015:1860000 2016:2820000","","","","","","","本研究は、行動意思決定研究を基礎とした多元的価値下での処方的社会心理学の構築を目指すものである。行動意思決定論とは、人々の意思決定についての心理学的知識を基にした記述的な意思決定理論のことである。本研究では、多属性意思決定のの心理学的モデルやそれらの研究知見をもとにして合理的意思決定と「よい意思決定」について検討を行った。本研究では、多属性意思決定の処方的検討によって、多元的観点が「よい意思決定」をもたらすことを検討した。本研究では、言語プルとコール法や眼球運動解析などの実験室内過程追跡技法や面接、社会調査などの手法を用いて、多属性意思決定や多元的社会の問題を検討した。","This study was aimed to provide theoretical constructs of prescriptive social psychology under pluralistic society from  view point of behavioral decision theory, which is described briefly as the general term for descriptive theories to explain the psychological knowledge related to people’s decision-making behavior.  This study  presented  a critical examination of the psychological models of multi-attribute decision-making, findings obtained from them, and rational decision-making and considers what constitutes a “good decision.” In this study, the prescriptive examinations of multi-attribute decision-making were performed to support the argument that decision making from a pluralistic perspective results in a “good decision"". This study adopted several process tracing techniques such as verbal  protocol and eye-tracking methods in the experimental setting as well as social survey and interview techniques to examine the multi-attribute decision and  society.","","","","","","","","","","0","0","120","7","110","49","140","12","28","22","0","1","0","0","0"
"食材，道具，動作の認識を連携させた調理行動の認識","Understanding Human Activity in Kitchen via Food, Tool, and Action Recognition","24240030","2012-04-01 – 2016-03-31","美濃 導彦 京都大学, 学術情報メディアセンター, 教授 (70166099)","椋木 雅之 京都大学, 学術情報メディアセンター, 准教授 (20283640)
森 信介 京都大学, 学術情報メディアセンター, 准教授 (90456773)
山肩 洋子 京都大学, 情報学研究科, 准教授 (60423018)
舩冨 卓哉 京都大学, 学術情報メディアセンター, 助教 (20452310)
中村 和晃 京都大学, 法学(政治学)研究科(研究院), 助手 (10584047)
橋本 敦史 京都大学, 法学(政治学)研究科(研究院), 助手 (80641753)
飯山 将晃 京都大学, 学術情報メディアセンター, 准教授 (70362415)","中村 和晃 大阪大学, 工学(系)研究科(研究院), 助教 (10584047)
舩冨 卓哉 奈良先端科学技術大学院大学, 情報科学研究科, 准教授 (20452310)","","","","","映像，文章，音声等認識 / 情報図書館学 / スマートセンサ情報システム / 知能ロボティクス / 行動認識 / 画像，文章，音声等認識 / 画像、文章、音声等認識","知覚情報処理・知能ロボティクス / 情報学 / 総合領域 / 総合・新領域系","","基盤研究(A)","京都大学","一般","46150000","35500000","10650000","2012:10790000 2013:10790000 2014:13000000 2015:11570000","2012:8300000 2013:8300000 2014:10000000 2015:8900000","2012:2490000 2013:2490000 2014:3000000 2015:2670000","","","","","","","一般の動物とヒトを隔てる「知能」として，本研 究では道具の使用，および論理や推論による問題解決能力を利用して行う「知的行動」の認識を目指し，題材として「キッチンでの調理」を取り上げ，道具，食材，調理動作の認識，および言語的に記述された行動の理解に取り組んだ．
観測データから認識できる「表出動作」のうち，特に物体の把持・解放を中心として，レシピ中に言語的に記述された「概念的行動」の完了認識や次の行動の予測をする手法を構築した．また，テキストから扱われる食材の種類やそれに対する行動，目標状態などを概念的行動」として自動で獲得し，レシピ内でのそれらの依存関係をワークフローとして抽出する技術を構築した．","This study aimed to understand human activity in kitchen in which various tools are used and decision-making is required; the activity represents human intelligence that separates us from other animals. In“visible actions” in observations, we focused on object grabbing and releasing actions, and developed a method to recognize completion of “invisible activities” that are linguistically described in recipe text and to forecast the forthcoming action intended by humans. We also developed several methods to extract “invisible activities” in recipe texts as workflow graph with its word class (i.e. food, tools, food-states and so on).","","","","","","","","","","0","0","6","0","5","3","28","2","0","0","0","2","0","0","0"
"大規模知識基盤形成のための次世代半構造マイニング技術の展開","Development of Next-Generation Semi-structured Data Mining for Large-Scale Knowledge Base Formation","24240021","2012-04-01 – 2016-03-31","有村 博紀 北海道大学, 情報科学研究科, 教授 (20222763)","宇野 毅明 国立情報学研究所, 情報学プリンシプル研究系, 教授 (00302977)
湊 真一 北海道大学, 大学院情報科学研究科, 教授 (10374612)
平田 耕一 九州工業大学, 情報工学研究院, 教授 (20274558)
伊藤 公人 北海道大学, 人獣共通感染症リサーチセンター, 教授 (60396314)
下薗 真一 九州工業大学, 情報工学研究院, 准教授 (70243988)
喜田 拓也 北海道大学, 大学院情報科学研究科, 准教授 (70343316)","","","","","","大規模半構造データ / データマイニング / 高次元データ検索 / イベントストリーム処理 / 知識索引 / 知識発見 / ビッグデータ / 非構造データ / 大規模知識索引 / 高次元非構造データ検索 / 半構造マイニング / トラジェクトリ照合 / 群パターンマイニング / ZDD / 半構造マイニングエンジン / 部分超グラフ列挙 / 半構造データ / ストリーム処理 / 超低メモリアルゴリズム / イベント照合","知能情報学 / 情報学 / 総合領域 / 総合・新領域系","","基盤研究(A)","北海道大学","一般","47060000","36200000","10860000","2012:18070000 2013:10790000 2014:10920000 2015:7280000","2012:13900000 2013:8300000 2014:8400000 2015:5600000","2012:4170000 2013:2490000 2014:2520000 2015:1680000","","","","","","","本研究では，実世界と情報世界が融合した巨大な情報空間から有用な知識を効率よくとりだすための大規模半構造マイニング技術の確立を目指す．とくに，大規模規模知識基盤形成システムのための基礎技術として，超高速半構造マイニングエンジンと，時空間情報を用いた半構造マイニング技術の研究開発，周辺技術として，確率的情報スキーマの導入と，知識連係技術と知識索引技術の研究開発を行った．開発した技術の実装と最適化によりプロトタイプシステムの構築を行った．","The final goal of this research is to establish a strategy for forming large-scale knowledge bases from massive data and information on a wide range of human activities on social, scientific, and industrial aspects in the cyber space. For this purpose, we study next-generation data mining technologies for efficiently extracting useful knowledge as patterns and rules from semi-structured data, that is, huge and heterogeneous collections of weakly structured data in the cyber space. (1) Efficient semi-structured data mining engines based on optimal pattern discovery framework. (2) Semi-strcuture mining based on spatio-temporal information. (3) Combining semi-structured data mining with stochastic information processing schema. (4) Knowledge federation technologies for large-scale knowledge bases creation. (5) Knowledge indexing technologies for large-scale knowledge bases creation. (6) Development of knowledge base creation systems based on semi-structured data mining.","","","","","","","","","","0","0","32","0","25","0","48","0","7","2","0","2","0","0","0"
"超多端末モバイルを支える無線資源極限利用アーキテクチャの実証的基礎研究","Wireless Network Architecture based on Experiment towards Ultimate Usage of Wireless Resources","24240009","2012-04-01 – 2016-03-31","渡辺 尚 大阪大学, 情報科学研究科, 教授 (90201201)","四方 博之 関西大学, 工学部, 教授 (00510124)
石原 進 静岡大学, 工学部, 准教授 (10313925)
萬代 雅希 上智大学, 理工学部, 准教授 (90377713)
猿渡 俊介 大阪大学, 情報科学研究科, 准教授 (50507811)
小花 貞夫 電気通信大学, 情報理工学(系)研究科, 教授 (60395043)","猿渡 俊介 大阪大学, 情報学研究科, 准教授 (50507811)
小花 貞夫 電気通信大学, 情報理工学(系)研究科, 教授 (60395043)","","","","","無線ネットワーク / 無線資源 / 無線通信 / ユビキタスネットワーク / メディアアクセス制御 / 経路制御 / 無線資源割当 / 無線ＬＡＮ / アドホックネットワーク / スマートアンテナ","計算機システム・ネットワーク / 情報学 / 総合領域 / 総合・新領域系","","基盤研究(A)","大阪大学(2013-2015) / 静岡大学(2012)","一般","46020000","35400000","10620000","2012:13780000 2013:11960000 2014:12740000 2015:7540000","2012:10600000 2013:9200000 2014:9800000 2015:5800000","2012:3180000 2013:2760000 2014:2940000 2015:1740000","","","","","","","本課題では、高い通信端末密度の超多端末モバイル環境において、無線資源等を効率的に使用する制御技術を開発することを目的とし、(1) 無線電波通信の高度化、(2) 画像・光・電波連携プロトコル、(3)応用システムをテーマとして推進した。
(1)に関しては、全二重通信、ネットワークMIMO、物理層ネットワーク符号化等の基礎を確立した。(2)に関しては、カメラ情報を用いて端末位置を識別し電波通信を効率化する手法等を設計した。(3)については高度道路交通システムを取り上げ、交通情報共有のための車車間無線通信方式を考案した。その他、学術講演を行いまたホームページを作成し、成果を社会に公開した。","The goal of this project is development of a wireless network architecture towards ultimate usage of wireless resources. More specifically, (1) advanced wireless communication technologies, (2) protocols collaborating image/visual light and electric wave, (3) application systems are research subjects.
For (1), the project developed fundamental bases for access controls of wireless full duplex, network MIMO, physical layer network coding, etc. It includes experiments by a software radio platform. For (2), it designed a protocol by using visual information from cameras to enhance electric wave communications. This project also developed vehicle to vehicle communication protocol for information sharing as for (3). Those results were presented open to the public at conferences and in the dedicated home pages.","","","","","","","","","","1","0","7","0","4","0","94","2","2","2","0","0","1","0","0"
"高次機能半導体ナノフォトニックデバイスとその光ＲＡＭへの応用","Highly functional semiconductor nanophotonic devices and their applications for photonic RAM","24226011","2012-05-31 – 2015-03-31","河口 仁司 奈良先端科学技術大学院大学, 物質創成科学研究科, 教授 (40211180)","","片山 健夫 奈良先端科学技術大学院大学, 物質創成科学研究科, 助教 (80313360)
池田 和浩 産業技術総合研究所, 電子光技術研究部門, 研究グループ長 (70541738)","","","","","先端機能デバイス / VCSEL / 偏光双安定 / 光フリップ・フロップ / ヘッダ識別 / スピントロニクス / 光RAM / 偏光無依存高屈折率差サブ波長回折格子 / ビット誤り率 / スピン注入 / 半導体レーザ / 低消費電力光フリップ・フロップ / スピン緩和時間","電子デバイス・電子機器 / 電気電子工学 / 工学 / 理工系","","基盤研究(S)","奈良先端科学技術大学院大学","","128830000","99100000","29730000","2012:60710000 2013:39390000 2014:28730000","2012:46700000 2013:30300000 2014:22100000","2012:14010000 2013:9090000 2014:6630000","","","","","","","SOI基板上に集積され、レーザ発振偏光により光出力導波路の切り換え可能なVCSELを提案し、基本動作を確認した。又、Fe/x-AlOxを電極に持つLEDを作製し、室温でスピン偏極した電子の注入を実現した。
偏光双安定VCSELを用いた光信号処理の基本動作である、ANDゲート機能をもつ全光型フリップ・フロップでほぼビット誤りのない動作を実現した。又、全光型のヘッダー識別とパケット切り替えを実現した。偏光双安定VCSELを2個用い、2ビットを識別し4出力ポート間のスイッチングに成功した。
偏光双安定VCSELアレイを試作し、アレイ内の２つのVCSELを用いシフトレジスタ機能をもつメモリ動作を実現した。","We proposed and fabricated a high-index-contrast subwavelength grating vertical-cavity surface-emitting laser (VCSEL) coupled with two orthogonal in-plane output waveguides.  The output waveguide can be switched by changing the lasing polarization of the VCSEL.  We also obtained the electrical spin injection into (110) GaAs quantum wells at room temperature using Fe/x-AlOx tunnel barrier contacts.
We measured bit error rates of all-optical flip-flop operations with AND gate functionality using a 1.55-μm polarization bistable VCSEL and obtained almost error-free operations.  We also demonstrated an all-optical 2-bit header recognition and packet switching method using two 1.55-μm polarization bistable VCSELs.  Optical packets were successfully sent to one of four ports according to the state of two bits in the 4-bit headers.
We fabricated arrays of 1.55-μm polarization bistable VCSELs, and demonstrated the memory operation with a shit register function using two VCSELs in one array.","","","","","","","","検証結果 (区分) A-
評価結果 (区分) A: 当初目標に向けて順調に研究が進展しており、期待どおりの成果が見込まれる","","0","0","20","0","20","1","52","0","12","1","0","3","1","1","0"
"国際市場を前提とする服飾造形とテキスタイルの設計提案に関する技術的経営的研究","Technological and managerial study for fashion clothing and textile design proposal premised on international market","24220012","2012-05-31 – 2017-03-31","高寺 政行 信州大学, 学術研究院繊維学系, 教授 (10163221)","大谷 毅 信州大学, 繊維学部, 特任教授 (00092867)
森川 英明 信州大学, 学術研究院繊維学系, 教授 (10230103)
乾 滋 信州大学, 学術研究院繊維学系, 教授 (10356496)
南澤 孝太 慶應義塾大学, メディアデザイン研究科, 准教授 (10585623)
佐藤 哲也 京都工芸繊維大学, 繊維学系, 教授 (20252546)
鋤柄 佐千子 京都工芸繊維大学, 繊維学系, 教授 (30216303)
大塚 美智子 日本女子大学, 家政学部, 教授 (30233183)
金 キョンオク 信州大学, 学術研究院繊維学系, 助教 (30724885)
宮武 恵子 共立女子大学, 家政学部, 教授 (40390124)
松村 嘉之 信州大学, 学術研究院繊維学系, 准教授 (50362108)
鈴木 明 杉野服飾大学, 服飾学部, 教授 (60349149)
韓 載香 北海道大学, 経済学研究科, 准教授 (60396827)
柳田 佳子 文化学園大学, 服装学部, 准教授 (60409323)
古川 貴雄 共立女子大学, 家政学部, 教授 (70262699)
石川 智治 宇都宮大学, 工学研究科, 准教授 (90343186)
西松 豊典 信州大学, 学術研究院繊維学系, 教授 (40252069)
矢野 海児 杉野服飾大学, 服飾学部, 教授 (40349147)
松本 陽一 信州大学, 繊維学部, 教授 (50021176)
徃住 彰文 東京工業大学, 社会理工学研究科, 教授 (50125332)","濱田 州博 信州大学, 学術研究院繊維学系, 教授 (30208582)
上條 正義 信州大学, 学術研究院繊維学系, 教授 (70224665)
金井 博幸 信州大学, 学術研究院繊維学系, 准教授 (60362109)
坂口 明男 信州大学, 学術研究院繊維学系, 助教 (40205729)
森川 陽 文化学園大学, 服装学部, 教授 (00016396)
池田 和子 文化学園大学, 服装学部, 教授 (40202882)
鈴木 美和子 杉野服飾大学, 服飾学部, 教授 (10171258)
北折 貴子 杉野服飾大学, 服飾学部, 教授 (40175930)
鄭 永娥 文化学園大学, 服装学部, 助教 (00434176)
藤本 隆宏 東京大学, 経済学研究科, 教授 (90229047)
正田 康博 文化学園大学, 服装学部, 教授 (40409321)
山村 貴敬 文化ファッション大学院大学, ファッションビジネス研究科, 教授 (40440440)
高橋 正人 信州大学, 学術研究院繊維学系, 准教授 (20188056)
中嶋 正之 東京工業大学, 情報理工学研究科, 教授 (60092566)
太田 健一 武庫川女子大学, 生活環境学部, 教授 (20254451)
堀場 洋輔 信州大学, 学術研究院繊維学系, 准教授 (00345761)","","","","","ファッション / テキスタイル / 国際市場 / テキスタイル提案システム / 風合い / 衣料 / 服飾造形 / ファッションデザイン / ファッション衣料 / 衣服の国際比較 / 衣服設計支援 / アパレル / 国際化 / 衣服パターン / デザイナー / テキスタイル選択 / 触覚 / 情報化 / 繊維 / 触感 / 経営","生活科学一般 / 生活科学 / 総合領域 / 総合・新領域系","","基盤研究(S)","信州大学","","191880000","147600000","44280000","2012:30420000 2013:54990000 2014:55770000 2015:27820000 2016:22880000","2012:23400000 2013:42300000 2014:42900000 2015:21400000 2016:17600000","2012:7020000 2013:12690000 2014:12870000 2015:6420000 2016:5280000","","","","","","","我が国ファッション事業の国際化に寄与する研究を目指し，国際ファッション市場に対応する繊維工学的課題の解決，国際ファッション市場に通用するTPS/テキスタイル提案システムの構築を行った．
国際市場に実績ある事業者を対象とし，現場の調査，衣服製作実験，商品の評価を行い我が国との比較を行った．欧州・中国と日本における衣服・テキスタイル設計，評価および事業の違いを明らかにし，事業と技術の課題を明らかにした．デザイナーのテキスタイル選択要件を調査し，テキスタイルの分類法，感性評価値を組み込みTPSを構築した．日欧で評価実験を行い有効性を確認した．また，衣服・テキスタイル設計評価支援の技術的知見を得た．","Aiming to contribute for globalization of Japanese fashion business, we studied about the  the problem of the textile engineering corresponding to the international fashion market and constructed TPS/ textile proposal system accepted in the international fashion market.
We targeted companies having a certain results in the international market and performed on-site investigations, garments production experiments, product evaluation and comparison with Japan. We investigated difference clothing and textile design and evaluation between Europe / China and Japan and clarified  problems in Japanese business. We investigated the requirements of the designers in textile selection and constructed TPS which incorporated a new classification of the textile and sensory evaluation values. We evaluated the TPS in Japan and Europe for textile selection by designers and verified the effectiveness. We also obtained technological findings of clothing and textile design.","","","","","","","","検証結果 (区分) A
評価結果 (区分) A: 当初目標に向けて順調に研究が進展しており、期待どおりの成果が見込まれる","","8","0","87","2","77","45","356","54","23","6","0","6","2","0","0"
"海洋の市場性・非市場性価値の評価","Valuation of market and non-market values of ocean","24121009","2012-06-28 – 2017-03-31","黒倉 寿 東京大学, 大学院農学生命科学研究科(農学部), 名誉教授 (50134507)","有路 昌彦 近畿大学, 農学部, 准教授 (40512265)
脇田 和美 東海大学, 海洋学部, 准教授 (60734902)","津旨 大輔 電力中央研究所・環境科学研究所, 上席研究員 (10371494)
杉山 昌広 東京大学, 政策ビジョン研究センター, 准教授 (20503428)","大石 太郎 福岡工業大学, 社会環境学部, 准教授
馬奈木 俊介 九州大学, 大学院・工学研究院, 教授
申 中華 LDWC International Business Support Co. ltd","","","","生態系サービス / 海洋 / 貢献意志 / 公共心 / 関係性欲求 / 価値 / コンジョイント分析 / 支払意志額 / 代替法 / 経済価値 / 海の管理 / 効用 / 海の生態系サービス / 不可欠性 / 貢献意識 / 支払い意思額 / 海洋の価値 / 将来価値 / 支払意思額","","複合領域","新学術領域研究(研究領域提案型)","東京大学","","37180000","28600000","8580000","2012:11440000 2013:8580000 2014:8580000 2015:4290000 2016:4290000","2012:8800000 2013:6600000 2014:6600000 2015:3300000 2016:3300000","2012:2640000 2013:1980000 2014:1980000 2015:990000 2016:990000","","","","","","","海洋の生態系サービスに人々が感じる効用は多様である。効用の感じ方は人の性格によって決まる。海洋の生態系サービスの維持に貢献しようとする意志の基本的な部分は、人々の性格によって決まるという仮説を立て、その維持に対する効用によって、回答者をカテゴライズし、効用の感じ方によるグループを作り、グループごとの性格的特徴を比較した。その結果、海洋の生態系サービスの維持に対する貢献意欲の高いグループの人々は、公共心が高く、関係性の維持欲求が高い。これに対して、海洋の生態系サービスの保全に対してまったく支払い意志のない、フリーライダーのグループの人々は、公共心が低く、関係性の維持欲求も低いことが示された。","Utilities of ecosystem services are diverse among human beings depending on their characters and experiences. Presuming that characters are main factors of incentives of human beings to contribute conservation of marine ecosystem service, difference in characters of respondents were compared among groups which were categorized by differences in utilities expressed in a choice experiment using web questionnaire. People who has highest willing ness to pay to conservation of marine ecosystem service had highest public sprits and appetite to connection with others including non-human beings, and people who has no willingness to pay for conservation of marine ecosystem service had lowest public spirit and appetite to connection to the others.","","","","","","","","","","0","0","6","0","5","0","7","0","1","0","0","0","0","0","0"
"水・土砂移動に伴う放射性物質の移行過程の理解","Understanding the migration process of radionuclides associated with water and sediment movement","24110006","2012-06-28 – 2017-03-31","恩田 裕一 筑波大学, 生命環境系, 教授 (00221862)","辻村 真貴 筑波大学, 生命環境系, 教授 (10273301)
清水 康行 北海道大学, 工学(系)研究科(研究院), 教授 (20261331)
笹 公和 筑波大学, 数理物質系, 准教授 (20312796)
山敷 庸亮 京都大学, 総合生存学館, 教授 (20335201)
近藤 昭彦 千葉大学, 環境リモートセンシング研究センター, 教授 (30201495)
浅沼 順 筑波大学, 生命環境系, 教授 (40293261)
難波 謙二 福島大学, 共生システム理工学類, 教授 (70242162)
福島 武彦 筑波大学, 生命環境系, 教授 (90124354)
末木 啓介 筑波大学, 数理物質系, 教授 (90187609)
脇山 義史 福島大学, 学内共同利用施設等, 講師 (40594792)
田林 雄 関東学院大学, 経済学部, 講師 (30549837)","関口 智寛 筑波大学, 生命環境系, 講師 (90400647)
髙橋 隆行 福島大学, 共生システム理工学類, 教授 (70197151)","LSCE, CEA, 研究員
モスクワ大学, 教授
IRSN, 研究員","","","","Cs-137 / 陸域を通じた移行 / 土壌侵食 / 河川を通じた移行 / 湖沼における移行 / 福島第一原子力発電所 / 大気循環 / 巻き上げ / 土壌浸食 / 陸域 / 海洋 / 生物 / セシウム137","","理工系","新学術領域研究(研究領域提案型)","筑波大学","","131170000","100900000","30270000","2012:20410000 2013:28600000 2014:33800000 2015:24180000 2016:24180000","2012:15700000 2013:22000000 2014:26000000 2015:18600000 2016:18600000","2012:4710000 2013:6600000 2014:7800000 2015:5580000 2016:5580000","","","","","","","1. 陸域に沈着した放射性物質の内，森林渓流水における溶存態の137Cs濃度は二重指数関数的な低下傾向を示すこと，137Cs流出フラックスにおいて総流出量の97％以上を懸濁態が占めることを示した。2. 阿武隈川における137Csの固液分配係数の経時変化が土地利用との関係が大きいことを解明した。3. 懸濁態として河川領域に輸送された137Csは，9割以上が河川内に堆積することなく海域に輸送されることが示され，陸域からの流出量を海へのインプットとして沿岸域における海洋への懸濁物質の移行シミュレーション方法を確立した。","1. Among the radioactive substances deposited in the land area, the dissolved 137Cs concentration in the forest stream water showed a double exponential decline trend, also the suspended sediment occupied 97% or more of the total discharge in the 137Cs flux.2. It is clarified that the temporal change of the suspended - dissolved partition coefficient of 137Cs in the Abukuma River has a great relation with land use.3. It is shown that more than 90% of the 137Cs transported to the river as suspended sediment were transported to the sea without sedimentation in the river. A method to simulate the migration of suspended sediment in the coastal area by using the discharge from the river as input has established.","","","","","","","","","","4","0","101","29","97","47","216","47","22","1","0","5","0","0","0"
"プラズマ・ナノマテリアル動態学の創成と安全安心医療科学の構築","Creation of kinetics and establishment of safety medical science on plasma nano material","24108009","2012-06-28 – 2017-03-31","田中 昭代 九州大学, 医学研究院, 講師 (10136484)","後藤 昌昭 佐賀大学, その他部局等, 教授 (10145211)
平田 美由紀 九州大学, 医学(系)研究科(研究院), 助教 (30156674)
柳生 義人 佐世保工業高等専門学校, その他部局等, 准教授 (40435483)
米須 章 琉球大学, 工学部, 教授 (90220764)
古閑 一憲 九州大学, システム情報科学研究科(研究院, 准教授 (90315127)
北崎 訓 福岡工業大学, 工学部, 助教 (70713147)
林 信哉 九州大学, 総合理工学研究科(研究院), 准教授 (40295019)
板垣 奈穂 九州大学, システム情報科学研究科(研究院, 准教授 (60579100)
山下 佳雄 佐賀大学, 医学部, 教授 (50322300)","續 輝久 九州大学, 医学研究院, 教授 (40155429)
作道 章一 琉球大学, 医学部, 准教授 (10397672)
内田 儀一郎 大阪大学, 接合科学研究所, 准教授 (90422435)","","","","","プラズマ / ナノマテリアル / 健康影響評価 / 体内動態 / 医療科学 / プラズマ照射水","","理工系","新学術領域研究(研究領域提案型)","九州大学","","126750000","97500000","29250000","2012:32370000 2013:21320000 2014:26650000 2015:25740000 2016:20670000","2012:24900000 2013:16400000 2014:20500000 2015:19800000 2016:15900000","2012:7470000 2013:4920000 2014:6150000 2015:5940000 2016:4770000","","","","","","","大気圧低温プラズマの安全性評価としてマウス皮膚、酵母、カイコ、口腔がん細胞へのプラズマ照射およびマウスを用いたプラズマ活性培養液（PAM)の影響評価、水中プラズマ法による金属ナノ粒子の作製と体内分布の解析を行った。酵母、カイコ、口腔がん細胞へのプラズマ照射では明らかな量-反応関係は観察されなかったが、マウス皮膚へのプラズマ照射ではプラズマ源とマウス皮膚との距離に依存して、皮膚病変が発現し、プラズマ源と皮膚間距離との間で皮膚障害発現の安全閾が示唆された。さらに、PAMのマウス腹腔内投与では明らかな組織障害は観察されず、PAMによる副作用の発現は非常に少ないと考えられた。","We evaluated the health effects of plasma irradiation on the skin of normal hairless mice, Saccharomyces cerevisiae, silkworm, oral cancer cell or plasma-activated medium (PAM) when administered to mice via repeated intraperitoneal injections. In vivo kinetics of nanoparticles synthesized by discharge plasmas in water was analyzed. Clear dose-response relations were not observed by irradiation to Saccharomyces cerevisiae, silkworm, and oral cancer cell. From the histopathological changes in the mice skin after plasma irradiation, slight to mild skin lesions in the epidermis were seen just after irradiation until termination of observation periods and the severity of these lesions worsened with the passage of time. Concerning the health effect of PAM, clear lesions were not manifested in the PAM-treated mice.  It would seem that a less toxic effect is manifested when PAM is injected intraperitoneally in mice.","","","","","","","","","","2","0","70","2","62","11","252","58","35","2","0","0","1","0","0"
"学習理論からの計算限界解明へのアプローチ","Approach from learning theory toward understanding the limitations of computation","24106010","2012-06-28 – 2017-03-31","瀧本 英二 九州大学, システム情報科学研究院, 教授 (50236395)","篠原 歩 東北大学, 情報科学研究科, 教授 (00226151)
正代 隆義 九州国際大学, 国際関係学部, 教授 (50226304)
畑埜 晃平 九州大学, 附属図書館, 准教授 (60404026)
吉仲 亮 京都大学, 情報学研究科, 助教 (80466424)
内沢 啓 山形大学, 理工学研究科, 准教授 (90510248)","","津田 宏治","","","","計算学習理論 / オンライン予測 / 計算理論 / 分布学習 / オンライン意思決定 / 離散力学系 / 最長共通部分列 / メトリカルタスクシステム問題 / パターン言語 / 形式グラフ体系 / 計算の複雑さ / 項木パターン / QBFソルバ / Bradley-Terryモデル / 線形決定木 / 木縮約パターン / カーネル平均 / しきい値回路 / 近似アルゴリズム / 連続緩和 / 論理回路 / パターン数 / 劣モジュラ最適化","","理工系","新学術領域研究(研究領域提案型)","九州大学","","31200000","24000000","7200000","2012:6890000 2013:5460000 2014:6500000 2015:6370000 2016:5980000","2012:5300000 2013:4200000 2014:5000000 2015:4900000 2016:4600000","2012:1590000 2013:1260000 2014:1500000 2015:1470000 2016:1380000","","","","","","","学習問題の複雑さ解析を通して，計算に対する新しい解釈，理解をもたらす多くの成果を得た．オンライン予測の解析では，通常の最適化問題の複雑さとの等価性に関する重要な未解決問題を部分的に解決した．仮説表現の複雑さ解析では，閉路のあるニューラルネットを一般化した離散力学系と呼ばれるモデル上のいくつかの決定問題が，NP中間層に属することを示唆する結果を得た．文法学習の解析では，部分文字列／部分グラフとその周囲の構造との関係に注目する分布学習という考え方を用いて，形式文法／形式グラフ文法の学習可能性を大きく進展させる結果を得た．","We made considerable achievements in bringing new insights into ""computation"", through the analysis of the complexity of learning problems. In the analysis of online prediction, we partially solved an important open problem, stating the equivalence between the complexity of online prediction and that of optimization. In the analysis of the complexity of hypothesis representation, we proposed a few decision problems defined on the discrete dynamical system, which is a generalization of recurrent neural networks. Our analysis suggests that the decision problems belong to an intermediate layer of the class of NP. In the analysis of learning grammars, we employs a breakthrough technique called the distributional learning and obtained many positive results in learning formal (graph) grammars. The distributional learning is a resume of designing learning algorithms by focusing on the relation of substrings/subgraphs and the structures surrounding them.","","","","","","","","","","10","0","115","14","112","21","102","3","11","5","0","0","0","0","0"
